candidate_id	registry_id	recovery_page_id	recovery_url_id	raw_term_short	evidence_locator	candidate_type	normalized_key	relation_to_existing_m4b1_evidence	status	m6_validation_required	reason
M4B1R2C000582	REG051	M4B1R2P00324	M4B1R2U00766	Калькуляторы юнит-экономики Wildberries и Яндекс Маркет — Uniseller	https://uniseller.io/calculators ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000583	REG051	M4B1R2P00325	M4B1R2U00767	Калькулятор юнит-экономики Wildberries 2026 — Uniseller	https://uniseller.io/calculators/wildberries ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000584	REG051	M4B1R2P00326	M4B1R2U00768	Калькулятор юнит-экономики Яндекс Маркет 2026 — Uniseller	https://uniseller.io/calculators/yandex-market ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000585	REG051	M4B1R2P00328	M4B1R2U00771	Uniseller CRM — чистая прибыль на штуку под каждый маркетплейс	https://uniseller.io/crm ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000586	REG051	M4B1R2P00329	M4B1R2U00772	Частые вопросы об Uniseller — 78 ответов о работе платформы	https://uniseller.io/faq ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000587	REG051	M4B1R2P00330	M4B1R2U00777	Автоматизация продаж на Ozon с Uniseller	https://uniseller.io/marketplejsy/ozon ; observed title/heading/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000588	REG051	M4B1R2P00330	M4B1R2U00777	Автоматизация продаж на Ozon с Uniseller	https://uniseller.io/marketplejsy/ozon ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000589	REG051	M4B1R2P00330	M4B1R2U00777	Автоматизация продаж на Ozon с Uniseller	https://uniseller.io/marketplejsy/ozon ; observed title/heading/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor boundary evidence; not current Octoport launch scope	OUT_OF_SCOPE	true	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000590	REG051	M4B1R2P00330	M4B1R2U00777	Автоматизация продаж на Ozon с Uniseller	https://uniseller.io/marketplejsy/ozon ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000591	REG051	M4B1R2P00330	M4B1R2U00777	Автоматизация продаж на Ozon с Uniseller	https://uniseller.io/marketplejsy/ozon ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000592	REG051	M4B1R2P00330	M4B1R2U00777	L54: Все инструменты работают в связке с остальными площадками — Ozon ведётся в том же кабинете, что Wildberries и Яндекс Маркет.	https://uniseller.io/marketplejsy/ozon ; observed title/heading/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000593	REG051	M4B1R2P00330	M4B1R2U00777	Отзывы покупателей	https://uniseller.io/marketplejsy/ozon ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000594	REG051	M4B1R2P00330	M4B1R2U00777	L4: * Uniseller CRM L5: * MPBalance L6: * Unicard L7: * Парсер товаров L8: * Бот отзывов L9: * Магазин в Telegram L10: * 1С и МойСклад L11: * Реферальная программа L12:	https://uniseller.io/marketplejsy/ozon ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000595	REG051	M4B1R2P00330	M4B1R2U00777	L79: Uniseller CRM — 7 дней бесплатно, без привязки карты. Дальше платите только за фактически используемые модули; актуальные тарифы — на странице «Тарифы».	https://uniseller.io/marketplejsy/ozon ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000596	REG051	M4B1R2P00330	M4B1R2U00777	Начните работу за считанные минуты и узнайте, как CRM может оптимизировать управление вашими клиентами.	https://uniseller.io/marketplejsy/ozon ; observed title/heading/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000597	REG051	M4B1R2P00331	M4B1R2U00778	Калькулятор юнит-экономики Wildberries	https://uniseller.io/marketplejsy/wildberries ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000598	REG051	M4B1R2P00331	M4B1R2U00778	Автоматизация продаж на Wildberries с Uniseller	https://uniseller.io/marketplejsy/wildberries ; observed title/heading/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor boundary evidence; not current Octoport launch scope	OUT_OF_SCOPE	true	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000599	REG051	M4B1R2P00331	M4B1R2U00778	Автоматизация продаж на Wildberries с Uniseller	https://uniseller.io/marketplejsy/wildberries ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000600	REG051	M4B1R2P00331	M4B1R2U00778	Автоматизация продаж на Wildberries с Uniseller	https://uniseller.io/marketplejsy/wildberries ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000601	REG051	M4B1R2P00331	M4B1R2U00778	Автоматизация продаж на Wildberries с Uniseller	https://uniseller.io/marketplejsy/wildberries ; observed title/heading/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000602	REG051	M4B1R2P00331	M4B1R2U00778	Отзывы и рейтинг	https://uniseller.io/marketplejsy/wildberries ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000603	REG051	M4B1R2P00331	M4B1R2U00778	cite0†Uniseller CRM Задача: остатки, цены и заказы без ручной сверки Двусторонняя синхронизация с Wildberries: остатки, цены и заказы тянутся в обе стороны.	https://uniseller.io/marketplejsy/wildberries ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000604	REG051	M4B1R2P00331	M4B1R2U00778	cite0†Uniseller CRM Задача: остатки, цены и заказы без ручной сверки Двусторонняя синхронизация с Wildberries: остатки, цены и заказы тянутся в обе стороны.	https://uniseller.io/marketplejsy/wildberries ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000605	REG051	M4B1R2P00331	M4B1R2U00778	L82: Как посчитать прибыль на Wildberries до закупки товара?	https://uniseller.io/marketplejsy/wildberries ; observed title/heading/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000606	REG051	M4B1R2P00335	M4B1R2U00782	Авто-биддер WB — ставки рекламы Wildberries с потолком прибыли | Uniseller	https://uniseller.io/modules/avto-bidder-wb ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000607	REG051	M4B1R2P00335	M4B1R2U00782	Авто-биддер WB — ставки рекламы Wildberries с потолком прибыли | Uniseller	https://uniseller.io/modules/avto-bidder-wb ; observed title/heading/visible text	TASK_PHRASE	ad_analytics_or_automation	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000608	REG051	M4B1R2P00336	M4B1R2U00783	Дашборд PRO — тепловые карты продаж и прогнозы | Uniseller	https://uniseller.io/modules/dashboard-pro ; observed title/heading/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000609	REG051	M4B1R2P00337	M4B1R2U00784	Лист подбора заказов — Excel и PDF для склада | Uniseller	https://uniseller.io/modules/list-podbora-zakazov ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000610	REG051	M4B1R2P00338	M4B1R2U00785	Парсинг карточек Wildberries — цены и остатки конкурентов | Uniseller	https://uniseller.io/modules/parsing-kartochek-wb ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000611	REG051	M4B1R2P00338	M4B1R2U00785	Парсинг карточек Wildberries — цены и остатки конкурентов | Uniseller	https://uniseller.io/modules/parsing-kartochek-wb ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000612	REG051	M4B1R2P00338	M4B1R2U00785	Парсинг карточек Wildberries — цены и остатки конкурентов | Uniseller	https://uniseller.io/modules/parsing-kartochek-wb ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000613	REG051	M4B1R2P00338	M4B1R2U00785	Парсинг карточек Wildberries — цены и остатки конкурентов | Uniseller	https://uniseller.io/modules/parsing-kartochek-wb ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000614	REG051	M4B1R2P00339	M4B1R2U00786	Парсинг карточек Яндекс Маркета — данные конкурентов | Uniseller	https://uniseller.io/modules/parsing-kartochek-yandex ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000615	REG051	M4B1R2P00339	M4B1R2U00786	Парсинг карточек Яндекс Маркета — данные конкурентов | Uniseller	https://uniseller.io/modules/parsing-kartochek-yandex ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000616	REG051	M4B1R2P00340	M4B1R2U00787	Репрайсер Яндекса — автоматическая цена ниже конкурентов, но выше вашей прибыли | Uniseller	https://uniseller.io/modules/repraiser-yandeksa ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000617	REG051	M4B1R2P00340	M4B1R2U00787	Репрайсер Яндекса — автоматическая цена ниже конкурентов, но выше вашей прибыли | Uniseller	https://uniseller.io/modules/repraiser-yandeksa ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000618	REG051	M4B1R2P00340	M4B1R2U00787	Репрайсер Яндекса — автоматическая цена ниже конкурентов, но выше вашей прибыли | Uniseller	https://uniseller.io/modules/repraiser-yandeksa ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000619	REG051	M4B1R2P00344	M4B1R2U00791	Выгрузка карточек на маркетплейсы — массовое обновление | Uniseller	https://uniseller.io/modules/vygruzka-kartochek ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000620	REG051	M4B1R2P00345	M4B1R2U00792	Яндекс KIT — интеграция площадки с CRM: карточки, цены, остатки, заказы | Uniseller	https://uniseller.io/modules/yandeks-kit ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000621	REG051	M4B1R2P00345	M4B1R2U00792	Яндекс KIT — интеграция площадки с CRM: карточки, цены, остатки, заказы | Uniseller	https://uniseller.io/modules/yandeks-kit ; observed title/heading/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000622	REG051	M4B1R2P00345	M4B1R2U00792	Яндекс KIT — интеграция площадки с CRM: карточки, цены, остатки, заказы | Uniseller	https://uniseller.io/modules/yandeks-kit ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000623	REG051	M4B1R2P00345	M4B1R2U00792	Яндекс KIT — интеграция площадки с CRM: карточки, цены, остатки, заказы | Uniseller	https://uniseller.io/modules/yandeks-kit ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000624	REG051	M4B1R2P00346	M4B1R2U00793	Защита цен — блокировка товаров с неверной наценкой и низкой маржой | Uniseller	https://uniseller.io/modules/zashchita-cen ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000625	REG051	M4B1R2P00348	M4B1R2U00795	Интеграция 1С и МойСклад с маркетплейсами — Uniseller	https://uniseller.io/products/1c-moysklad ; observed title/heading/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000626	REG051	M4B1R2P00348	M4B1R2U00795	Интеграция 1С и МойСклад с маркетплейсами — Uniseller	https://uniseller.io/products/1c-moysklad ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000627	REG051	M4B1R2P00349	M4B1R2U00796	Акции Яндекс Маркета — авто-участие только с прибылью | Uniseller	https://uniseller.io/products/akcii-yandeksa ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000628	REG051	M4B1R2P00350	M4B1R2U00797	B2B поставщик — авто-себестоимость и остатки из API-источников | Uniseller	https://uniseller.io/products/b2b-postavshchik ; observed title/heading/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000629	REG051	M4B1R2P00350	M4B1R2U00797	B2B поставщик — авто-себестоимость и остатки из API-источников | Uniseller	https://uniseller.io/products/b2b-postavshchik ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000630	REG051	M4B1R2P00351	M4B1R2U00798	Буст продаж Яндекс Маркет — управление ставками с защитой маржи | Uniseller	https://uniseller.io/products/bust-prodazh ; observed title/heading/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor boundary evidence; not current Octoport launch scope	OUT_OF_SCOPE	true	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000631	REG051	M4B1R2P00352	M4B1R2U00799	Uniseller CRM — чистая прибыль на штуку под каждый маркетплейс	https://uniseller.io/products/crm ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000632	REG051	M4B1R2P00353	M4B1R2U00800	Магазин в Telegram с интеграцией МойСклад — Uniseller	https://uniseller.io/products/magazin-v-telegram ; observed title/heading/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000633	REG051	M4B1R2P00353	M4B1R2U00800	Магазин в Telegram с интеграцией МойСклад — Uniseller	https://uniseller.io/products/magazin-v-telegram ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000634	REG051	M4B1R2P00354	M4B1R2U00801	Отчётность и аналитика	https://uniseller.io/products/mpbalance ; observed title/heading/visible text	TASK_PHRASE	seller_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000635	REG051	M4B1R2P00354	M4B1R2U00801	MPBalance — это автоматизация с маркетплейсами в области финансов	https://uniseller.io/products/mpbalance ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000636	REG051	M4B1R2P00354	M4B1R2U00801	MPBalance — это автоматизация с маркетплейсами в области финансов	https://uniseller.io/products/mpbalance ; observed title/heading/visible text	TASK_PHRASE	ad_analytics_or_automation	Competitor boundary evidence; not current Octoport launch scope	OUT_OF_SCOPE	true	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000637	REG051	M4B1R2P00354	M4B1R2U00801	L228: Есть ли ограничения по количеству карточек?	https://uniseller.io/products/mpbalance ; observed title/heading/visible text	TASK_PHRASE	product_card_or_content	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000638	REG051	M4B1R2P00354	M4B1R2U00801	MPBalance — это автоматизация с маркетплейсами в области финансов	https://uniseller.io/products/mpbalance ; observed title/heading/visible text	TASK_PHRASE	search_or_niche_analytics	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000639	REG051	M4B1R2P00354	M4B1R2U00801	Интеграция МойСклад × Wildberries × Я.Маркет	https://uniseller.io/products/mpbalance ; observed title/heading/visible text	TASK_PHRASE	integration_connection	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000640	REG051	M4B1R2P00354	M4B1R2U00801	Image L180: ## Отзывы	https://uniseller.io/products/mpbalance ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000641	REG051	M4B1R2P00354	M4B1R2U00801	MPBalance — автоматизация работы с маркетплейсами через МойСклад	https://uniseller.io/products/mpbalance ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000642	REG051	M4B1R2P00354	M4B1R2U00801	* Права доступа, централизованное управление	https://uniseller.io/products/mpbalance ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000643	REG051	M4B1R2P00354	M4B1R2U00801	L220: Как быстро работает сервис?	https://uniseller.io/products/mpbalance ; observed title/heading/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000644	REG051	M4B1R2P00354	M4B1R2U00801	* Организации, контрагенты, синхронизация	https://uniseller.io/products/mpbalance ; observed title/heading/visible text	TASK_PHRASE	ai_or_digital_helper	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000645	REG051	M4B1R2P00355	M4B1R2U00802	Мультивалютность — для бизнеса за пределами России	https://uniseller.io/products/multivalyutnost ; observed title/heading/visible text	TASK_PHRASE	reporting_finance	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000646	REG051	M4B1R2P00355	M4B1R2U00802	Мультивалютность — для бизнеса за пределами России	https://uniseller.io/products/multivalyutnost ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000647	REG051	M4B1R2P00355	M4B1R2U00802	инвойс поставщика · $34,90$34,90→2 933 ₽	https://uniseller.io/products/multivalyutnost ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000648	REG051	M4B1R2P00355	M4B1R2U00802	RUB, USD, HKD, KZT, UZS курс ЦБ автоматически поправка на спред банка входит в тариф	https://uniseller.io/products/multivalyutnost ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000649	REG051	M4B1R2P00355	M4B1R2U00802	L36: Попробовать бесплатно†cabinet.uniseller.io Как это работает L37:	https://uniseller.io/products/multivalyutnost ; observed title/heading/visible text	TASK_PHRASE	seller_procedural_help	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000650	REG051	M4B1R2P00358	M4B1R2U00805	Распродажа остатков — авто-возврат наценки при остатке 0 | Uniseller	https://uniseller.io/products/rasprodazha-ostatkov ; observed title/heading/visible text	TASK_PHRASE	inventory_supply	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000651	REG051	M4B1R2P00358	M4B1R2U00805	Распродажа остатков — авто-возврат наценки при остатке 0 | Uniseller	https://uniseller.io/products/rasprodazha-ostatkov ; observed title/heading/visible text	TASK_PHRASE	pricing_repricing	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
M4B1R2C000652	REG051	M4B1R2P00360	M4B1R2U00807	Бот для работы с отзывами WB, OZON и Яндекс.Маркет — Uniseller	https://uniseller.io/products/review-bot ; observed title/heading/visible text	TASK_PHRASE	reviews_support	Maps to existing M2R/M3 family evidence or remains an M6-checkable wording variant	ALREADY_PRESENT	false	Observed competitor wording with recovery-page provenance; candidate evidence only and never promoted to demand
