raw_phrase,normalized_phrase_conservative,source_stage,source_query_id,source_file,evidence_type,observed_count,seed_total_count,region,device,marketplace_scope,task_family_primary,task_family_secondary,intent_class,fit_class,contamination_flags,capability_state,observed_vs_inferred,lineage_notes,reconciliation_reason
аналитика маркетплейсов обучение,аналитика маркетплейсов обучение,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,60,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,NOISE,HUMAN_PROFESSION_OR_TRAINING,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
mpstats сервис аналитики маркетплейсов,mpstats сервис аналитики маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,56,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
маяк сервис аналитика маркетплейсов,маяк сервис аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,54,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
сервисы аналитики маркетплейсов маяк,сервисы аналитики маркетплейсов маяк,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,54,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
программа аналитики маркетплейсов,программа аналитики маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,54,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
программы аналитика маркетплейсов,программы аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,54,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
маяк бесплатная аналитика маркетплейсов wildberries и ozon,маяк бесплатная аналитика маркетплейсов wildberries и ozon,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,54,4290,225,DEVICE_ALL,OZON_WB,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
система аналитика маркетплейсов,система аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,52,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
система аналитики маркетплейсов,система аналитики маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,52,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
маяк аналитика маркетплейсов скачать,маяк аналитика маркетплейсов скачать,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,52,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика яндекс маркетплейса,аналитика яндекс маркетплейса,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,50,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика маркетплейсов скачать бесплатно,аналитика маркетплейсов скачать бесплатно,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,50,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
точка аналитика маркетплейсов,точка аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,49,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
плагин аналитика маркетплейсов,плагин аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,44,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
плагин аналитики маркетплейсов,плагин аналитики маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,44,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
ии аналитика маркетплейсов,ии аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,43,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
бесплатный сервис аналитики маркетплейсов,бесплатный сервис аналитики маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,42,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
сервис аналитика маркетплейсов бесплатно,сервис аналитика маркетплейсов бесплатно,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,42,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
бизнес аналитик маркетплейсов,бизнес аналитик маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,39,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика ниш маркетплейсов,аналитика ниш маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,39,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F7,,search_niche_market_analytics,ADJACENT,,UNKNOWN,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
сайт аналитик маркетплейс,сайт аналитик маркетплейс,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,39,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
сайты аналитика маркетплейсов,сайты аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,39,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
сервис аналитика продаж на маркетплейсах,сервис аналитика продаж на маркетплейсах,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,39,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
маяк бесплатная аналитика маркетплейсов скачать,маяк бесплатная аналитика маркетплейсов скачать,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,36,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика маркетплейсов 2026,аналитика маркетплейсов 2026,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,36,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитики маркетплейсов 2026,аналитики маркетплейсов 2026,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,36,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика маркетплейсов лучшие,аналитика маркетплейсов лучшие,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,36,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
лучший аналитик маркетплейсов,лучший аналитик маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,36,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
маркет гуру аналитика маркетплейсов бесплатно,маркет гуру аналитика маркетплейсов бесплатно,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,33,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика маркетплейсов приложение,аналитика маркетплейсов приложение,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,33,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
приложения аналитики маркетплейсов,приложения аналитики маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,33,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
реклама маркетплейса аналитика,реклама маркетплейса аналитика,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,33,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F6,,advertising_analysis,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитик онлайн маркетплейсов,аналитик онлайн маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,32,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика маркетплейса онлайн,аналитика маркетплейса онлайн,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,32,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика запросов маркетплейсов,аналитика запросов маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,32,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
внутренняя аналитика маркетплейсов,внутренняя аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,32,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
меркатус аналитика маркетплейсов,меркатус аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,31,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
меркатус бесплатная аналитика маркетплейсов,меркатус бесплатная аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,31,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
платформы аналитики маркетплейсов,платформы аналитики маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,31,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
маяк аналитика маркетплейсов плагин,маяк аналитика маркетплейсов плагин,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,30,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика и анализ маркетплейсов,аналитика и анализ маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,29,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
marketguru аналитика маркетплейсов,marketguru аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,29,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
внешняя аналитика маркетплейсов,внешняя аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,29,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
мпстатс аналитика маркетплейсов бесплатно,мпстатс аналитика маркетплейсов бесплатно,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,28,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
бесплатная аналитика маркетплейсов расширение,бесплатная аналитика маркетплейсов расширение,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,28,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитик маркетплейсов цена,аналитик маркетплейсов цена,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,27,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
расширение для аналитики маркетплейсов,расширение для аналитики маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,27,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
сервис аналитики на маркетплейсах отзывы,сервис аналитики на маркетплейсах отзывы,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,25,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика маркетплейсов специалист,аналитика маркетплейсов специалист,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,24,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,NOISE,HUMAN_PROFESSION_OR_TRAINING,NOT_APPLICABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика карточек маркетплейсов,аналитика карточек маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,24,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F5,,product_card_work,ADJACENT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
shopstat аналитика маркетплейсов,shopstat аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,23,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика продаж маркетплейсов бесплатно,аналитика продаж маркетплейсов бесплатно,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,23,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
расширение маяк бесплатная аналитика маркетплейсов,расширение маяк бесплатная аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,23,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,ADJACENT,SERVICE_BRAND_NAVIGATION,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика маркетплейсов инструменты,аналитика маркетплейсов инструменты,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,22,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
инструменты аналитики маркетплейсов,инструменты аналитики маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,22,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика спроса на маркетплейсах,аналитика спроса на маркетплейсах,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,21,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F7,,search_niche_market_analytics,ADJACENT,,UNKNOWN,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
аналитика продаваемых товаров на маркетплейсах,аналитика продаваемых товаров на маркетплейсах,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,20,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
топ аналитика маркетплейсов,топ аналитика маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,20,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
топ аналитики маркетплейсов,топ аналитики маркетплейсов,M2R,M2R-A01,docs/seo/wordstat/raw/M2R_A01_02_ANALITIKA_MARKETPLEYSOV_RESULT_2026-09-16.md,DIRECT_RESULT,20,4290,225,DEVICE_ALL,GENERIC_MARKETPLACE,F3,,seller_analytics_reports,CORE_FIT,,CONFIRMED_ADDRESSABLE,OBSERVED_WORDSTAT,Exact provider envelope,Preserved direct_result with independent conservative classification.
